Division Name,School Name,English Learners,Total Count,Sch_Div
Hampton City,Armstrong Elementary,Y,,Armstrong Elementary Hampton City Public Schools
Hampton City,Barron Elementary,N,355,Barron Elementary Hampton City Public Schools
Hampton City,Barron Elementary,Y,,Barron Elementary Hampton City Public Schools
Hampton City,Benjamin Syms Middle,N,947,Benjamin Syms Middle Hampton City Public Schools
Hampton City,Benjamin Syms Middle,Y,11,Benjamin Syms Middle Hampton City Public Schools
Hampton City,Bethel High,N,"1,787",Bethel High Hampton City Public Schools
Hampton City,Bethel High,Y,21,Bethel High Hampton City Public Schools
Hampton City,C. Alton Lindsay Middle,N,707,C. Alton Lindsay Middle Hampton City Public Schools
Hampton City,C. Alton Lindsay Middle,Y,11,C. Alton Lindsay Middle Hampton City Public Schools
Hampton City,Captain John Smith Elementary,N,363,Captain John Smith Elementary Hampton City Public Schools
Hampton City,Captain John Smith Elementary,Y,,Captain John Smith Elementary Hampton City Public Schools
Hampton City,Cesar Tarrant Middle,N,693,Cesar Tarrant Middle Hampton City Public Schools
Hampton City,Cesar Tarrant Middle,Y,13,Cesar Tarrant Middle Hampton City Public Schools
Hampton City,Christopher C. Kraft Elementary,N,405,Christopher C. Kraft Elementary Hampton City Public Schools
Hampton City,Christopher C. Kraft Elementary,Y,,Christopher C. Kraft Elementary Hampton City Public Schools
Hampton City,Francis Asbury Elementary,N,426,Francis Asbury Elementary Hampton City Public Schools
Hampton City,Francis Asbury Elementary,Y,,Francis Asbury Elementary Hampton City Public Schools
Hampton City,Francis W. Jones Magnet Middle,N,623,Francis W. Jones Magnet Middle Hampton City Public Schools
Hampton City,Francis W. Jones Magnet Middle,Y,,Francis W. Jones Magnet Middle Hampton City Public Schools
Hampton City,George P. Phenix Elementary,N,"1,380",George P. Phenix Elementary Hampton City Public Schools
Hampton City,George P. Phenix Elementary,Y,41,George P. Phenix Elementary Hampton City Public Schools
Hampton City,Hampton High,N,"1,312",Hampton High Hampton City Public Schools
Hampton City,Hampton High,Y,18,Hampton High Hampton City Public Schools
Hampton City,Hunter B. Andrews,N,"1,111",Hunter B. Andrews Hampton City Public Schools
Hampton City,Hunter B. Andrews,Y,10,Hunter B. Andrews Hampton City Public Schools
Hampton City,Jane H. Bryan Elementary,N,406,Jane H. Bryan Elementary Hampton City Public Schools
Hampton City,Jane H. Bryan Elementary,Y,,Jane H. Bryan Elementary Hampton City Public Schools
Hampton City,Kecoughtan High,N,"1,595",Kecoughtan High Hampton City Public Schools
Hampton City,Kecoughtan High,Y,,Kecoughtan High Hampton City Public Schools
Hampton City,Luther W. Machen Elementary,N,444,Luther W. Machen Elementary Hampton City Public Schools
Hampton City,Luther W. Machen Elementary,Y,,Luther W. Machen Elementary Hampton City Public Schools
Hampton City,Mary S. Peake Elementary,N,416,Mary S. Peake Elementary Hampton City Public Schools
Hampton City,Mary S. Peake Elementary,Y,,Mary S. Peake Elementary Hampton City Public Schools
Hampton City,Mary T. Christian Elementary,N,266,Mary T. Christian Elementary Hampton City Public Schools
Hampton City,Mary W. Jackson Elementary,N,321,Mary W. Jackson Elementary Hampton City Public Schools
Hampton City,Mary W. Jackson Elementary,Y,,Mary W. Jackson Elementary Hampton City Public Schools
Hampton City,Moton Early Childhood Center,N,231,Moton Early Childhood Center Hampton City Public Schools
Hampton City,Paul Burbank Elementary,N,395,Paul Burbank Elementary Hampton City Public Schools
Hampton City,Paul Burbank Elementary,Y,,Paul Burbank Elementary Hampton City Public Schools
Hampton City,Phillips Elementary,N,394,Phillips Elementary Hampton City Public Schools
Hampton City,Phillips Elementary,Y,,Phillips Elementary Hampton City Public Schools
Hampton City,Phoebus High,N,"1,251",Phoebus High Hampton City Public Schools
Hampton City,Phoebus High,Y,,Phoebus High Hampton City Public Schools
Hampton City,Samuel P. Langley Elementary,N,356,Samuel P. Langley Elementary Hampton City Public Schools
Hampton City,Samuel P. Langley Elementary,Y,101,Samuel P. Langley Elementary Hampton City Public Schools
Hampton City,Thomas Eaton Middle,N,541,Thomas Eaton Middle Hampton City Public Schools
Hampton City,Thomas Eaton Middle,Y,,Thomas Eaton Middle Hampton City Public Schools
Hampton City,William Mason Cooper Elementary,N,355,William Mason Cooper Elementary Hampton City Public Schools
Hampton City,William Mason Cooper Elementary,Y,,William Mason Cooper Elementary Hampton City Public Schools
Hanover County,Atlee High,N,"1,527",Atlee High Hanover County Public Schools
Hanover County,Atlee High,Y,12,Atlee High Hanover County Public Schools
Hanover County,Battlefield Park Elementary,N,388,Battlefield Park Elementary Hanover County Public Schools
Hanover County,Battlefield Park Elementary,Y,,Battlefield Park Elementary Hanover County Public Schools
Hanover County,Beaverdam Elementary,N,278,Beaverdam Elementary Hanover County Public Schools
Hanover County,Beaverdam Elementary,Y,,Beaverdam Elementary Hanover County Public Schools
Hanover County,Bell Creek Middle,N,952,Bell Creek Middle Hanover County Public Schools
Hanover County,Bell Creek Middle,Y,13,Bell Creek Middle Hanover County Public Schools
Hanover County,Chickahominy Middle,N,"1,083",Chickahominy Middle Hanover County Public Schools
Hanover County,Chickahominy Middle,Y,,Chickahominy Middle Hanover County Public Schools
Hanover County,Cold Harbor Elementary,N,492,Cold Harbor Elementary Hanover County Public Schools
Hanover County,Cold Harbor Elementary,Y,13,Cold Harbor Elementary Hanover County Public Schools
Hanover County,Cool Spring Elementary,N,719,Cool Spring Elementary Hanover County Public Schools
Hanover County,Cool Spring Elementary,Y,11,Cool Spring Elementary Hanover County Public Schools
Hanover County,Elmont Elementary,N,314,Elmont Elementary Hanover County Public Schools
