Division Name,School Name,Foster Care,Total Count,Sch_Div
Fairfax County,Poplar Tree Elementary,N,648,Poplar Tree Elementary Fairfax County Public Schools
Fairfax County,Powell Elementary,N,883,Powell Elementary Fairfax County Public Schools
Fairfax County,Providence Elementary,N,900,Providence Elementary Fairfax County Public Schools
Fairfax County,Ravensworth Elementary,N,599,Ravensworth Elementary Fairfax County Public Schools
Fairfax County,Ravensworth Elementary,Y,1,Ravensworth Elementary Fairfax County Public Schools
Fairfax County,Riverside Elementary,N,703,Riverside Elementary Fairfax County Public Schools
Fairfax County,Robinson Secondary,N,"3,696",Robinson Secondary Fairfax County Public Schools
Fairfax County,Robinson Secondary,Y,3,Robinson Secondary Fairfax County Public Schools
Fairfax County,Rocky Run Middle,N,"1,017",Rocky Run Middle Fairfax County Public Schools
Fairfax County,Rolling Valley Elementary,N,579,Rolling Valley Elementary Fairfax County Public Schools
Fairfax County,Rolling Valley Elementary,Y,3,Rolling Valley Elementary Fairfax County Public Schools
Fairfax County,Rose Hill Elementary,N,649,Rose Hill Elementary Fairfax County Public Schools
Fairfax County,Sandburg Middle,N,"1,515",Sandburg Middle Fairfax County Public Schools
Fairfax County,Sandburg Middle,Y,6,Sandburg Middle Fairfax County Public Schools
Fairfax County,Sangster Elementary,N,884,Sangster Elementary Fairfax County Public Schools
Fairfax County,Saratoga Elementary,N,598,Saratoga Elementary Fairfax County Public Schools
Fairfax County,Saratoga Elementary,Y,2,Saratoga Elementary Fairfax County Public Schools
Fairfax County,Sherman Elementary,N,350,Sherman Elementary Fairfax County Public Schools
Fairfax County,Shrevewood Elementary,N,679,Shrevewood Elementary Fairfax County Public Schools
Fairfax County,Silverbrook Elementary,N,788,Silverbrook Elementary Fairfax County Public Schools
Fairfax County,Sleepy Hollow Elementary,N,441,Sleepy Hollow Elementary Fairfax County Public Schools
Fairfax County,South County High,N,"2,293",South County High Fairfax County Public Schools
Fairfax County,South County High,Y,6,South County High Fairfax County Public Schools
Fairfax County,South County Middle,N,970,South County Middle Fairfax County Public Schools
Fairfax County,South County Middle,Y,4,South County Middle Fairfax County Public Schools
Fairfax County,South Lakes High,N,"2,580",South Lakes High Fairfax County Public Schools
Fairfax County,South Lakes High,Y,4,South Lakes High Fairfax County Public Schools
Fairfax County,Spring Hill Elementary,N,835,Spring Hill Elementary Fairfax County Public Schools
Fairfax County,Springfield Estates Elementary,N,582,Springfield Estates Elementary Fairfax County Public Schools
Fairfax County,Stenwood Elementary,N,527,Stenwood Elementary Fairfax County Public Schools
Fairfax County,Stone Middle,N,700,Stone Middle Fairfax County Public Schools
Fairfax County,Stratford Landing Elementary,N,734,Stratford Landing Elementary Fairfax County Public Schools
Fairfax County,Sunrise Valley Elementary,N,539,Sunrise Valley Elementary Fairfax County Public Schools
Fairfax County,Terra Centre Elementary,N,612,Terra Centre Elementary Fairfax County Public Schools
Fairfax County,Terraset Elementary,N,590,Terraset Elementary Fairfax County Public Schools
Fairfax County,Terraset Elementary,Y,3,Terraset Elementary Fairfax County Public Schools
Fairfax County,Thomas Jefferson High for Science and Technology,N,"1,904",Thomas Jefferson High for Science and Technology Fairfax County Public Schools
Fairfax County,Thoreau Middle,N,"1,170",Thoreau Middle Fairfax County Public Schools
Fairfax County,Timber Lane Elementary,N,603,Timber Lane Elementary Fairfax County Public Schools
Fairfax County,Timber Lane Elementary,Y,1,Timber Lane Elementary Fairfax County Public Schools
Fairfax County,Twain Middle,N,"1,009",Twain Middle Fairfax County Public Schools
Fairfax County,Twain Middle,Y,3,Twain Middle Fairfax County Public Schools
Fairfax County,Union Mill Elementary,N,866,Union Mill Elementary Fairfax County Public Schools
Fairfax County,Union Mill Elementary,Y,1,Union Mill Elementary Fairfax County Public Schools
Fairfax County,Vienna Elementary,N,353,Vienna Elementary Fairfax County Public Schools
Fairfax County,Virginia Hills Early Childhood Resource Center,N,211,Virginia Hills Early Childhood Resource Center Fairfax County Public Schools
Fairfax County,Virginia Run Elementary,N,680,Virginia Run Elementary Fairfax County Public Schools
Fairfax County,Wakefield Forest Elementary,N,659,Wakefield Forest Elementary Fairfax County Public Schools
Fairfax County,Waples Mill Elementary,N,836,Waples Mill Elementary Fairfax County Public Schools
Fairfax County,Washington Mill Elementary,N,556,Washington Mill Elementary Fairfax County Public Schools
Fairfax County,Waynewood Elementary,N,662,Waynewood Elementary Fairfax County Public Schools
Fairfax County,West Potomac High,N,"2,683",West Potomac High Fairfax County Public Schools
Fairfax County,West Potomac High,Y,6,West Potomac High Fairfax County Public Schools
Fairfax County,West Springfield Elementary,N,576,West Springfield Elementary Fairfax County Public Schools
Fairfax County,West Springfield High,N,"2,576",West Springfield High Fairfax County Public Schools
Fairfax County,West Springfield High,Y,2,West Springfield High Fairfax County Public Schools
Fairfax County,Westbriar Elementary,N,786,Westbriar Elementary Fairfax County Public Schools
Fairfax County,Westfield High,N,"2,645",Westfield High Fairfax County Public Schools
Fairfax County,Westfield High,Y,4,Westfield High Fairfax County Public Schools
Fairfax County,Westgate Elementary,N,564,Westgate Elementary Fairfax County Public Schools
Fairfax County,Westlawn Elementary,N,756,Westlawn Elementary Fairfax County Public Schools
Fairfax County,Weyanoke Elementary,N,549,Weyanoke Elementary Fairfax County Public Schools
Fairfax County,White Oaks Elementary,N,719,White Oaks Elementary Fairfax County Public Schools
Fairfax County,Whitman Middle,N,877,Whitman Middle Fairfax County Public Schools
Fairfax County,Whitman Middle,Y,3,Whitman Middle Fairfax County Public Schools
Fairfax County,Willow Springs Elementary,N,912,Willow Springs Elementary Fairfax County Public Schools
Fairfax County,Wolftrap Elementary,N,545,Wolftrap Elementary Fairfax County Public Schools
Fairfax County,Woodburn Elementary,N,479,Woodburn Elementary Fairfax County Public Schools
Fairfax County,Woodlawn Elementary,N,493,Woodlawn Elementary Fairfax County Public Schools
Fairfax County,Woodlawn Elementary,Y,2,Woodlawn Elementary Fairfax County Public Schools
Fairfax County,Woodley Hills Elementary,N,501,Woodley Hills Elementary Fairfax County Public Schools
Fairfax County,Woodley Hills Elementary,Y,1,Woodley Hills Elementary Fairfax County Public Schools
Fairfax County,Woodson High,N,"2,483",Woodson High Fairfax County Public Schools
Fairfax County,Woodson High,Y,7,Woodson High Fairfax County Public Schools
Falls Church City,Jessie Thackrey  Preschool,N,54,Jessie Thackrey  Preschool Falls Church City Public Schools
Falls Church City,Mary Ellen Henderson Middle,N,586,Mary Ellen Henderson Middle Falls Church City Public Schools
Falls Church City,Meridian High,N,847,Meridian High Falls Church City Public Schools
Falls Church City,Meridian High,Y,2,Meridian High Falls Church City Public Schools
Falls Church City,Mount Daniel Elementary,N,485,Mount Daniel Elementary Falls Church City Public Schools
Falls Church City,Mount Daniel Elementary,Y,1,Mount Daniel Elementary Falls Church City Public Schools
Falls Church City,Oak Street Elementary,N,518,Oak Street Elementary Falls Church City Public Schools
Fauquier County,Auburn Middle,N,586,Auburn Middle Fauquier County Public Schools
Fauquier County,C. Hunter Ritchie Elementary,N,489,C. Hunter Ritchie Elementary Fauquier County Public Schools
Fauquier County,C. Hunter Ritchie Elementary,Y,1,C. Hunter Ritchie Elementary Fauquier County Public Schools
Fauquier County,C.M. Bradley Elementary,N,346,C.M. Bradley Elementary Fauquier County Public Schools
Fauquier County,Cedar Lee Middle,N,633,Cedar Lee Middle Fauquier County Public Schools
Fauquier County,Cedar Lee Middle,Y,1,Cedar Lee Middle Fauquier County Public Schools
Fauquier County,Claude Thompson Elementary,N,259,Claude Thompson Elementary Fauquier County Public Schools
Fauquier County,Fauquier High,N,"1,226",Fauquier High Fauquier County Public Schools
Fauquier County,Grace Miller Elementary,N,503,Grace Miller Elementary Fauquier County Public Schools
Fauquier County,Grace Miller Elementary,Y,3,Grace Miller Elementary Fauquier County Public Schools
Fauquier County,Greenville Elementary,N,492,Greenville Elementary Fauquier County Public Schools
Fauquier County,Greenville Elementary,Y,2,Greenville Elementary Fauquier County Public Schools
Fauquier County,H.M. Pearson Elementary,N,373,H.M. Pearson Elementary Fauquier County Public Schools
Fauquier County,James G. Brumfield Elementary,N,497,James G. Brumfield Elementary Fauquier County Public Schools
Fauquier County,Kettle Run High,N,"1,160",Kettle Run High Fauquier County Public Schools
Fauquier County,Kettle Run High,Y,1,Kettle Run High Fauquier County Public Schools
Fauquier County,Liberty High,N,"1,350",Liberty High Fauquier County Public Schools
Fauquier County,Liberty High,Y,3,Liberty High Fauquier County Public Schools
Fauquier County,Margaret M. Pierce Elementary,N,521,Margaret M. Pierce Elementary Fauquier County Public Schools
Fauquier County,Margaret M. Pierce Elementary,Y,2,Margaret M. Pierce Elementary Fauquier County Public Schools
Fauquier County,Marshall Middle,N,430,Marshall Middle Fauquier County Public Schools
Fauquier County,Marshall Middle,Y,1,Marshall Middle Fauquier County Public Schools
Fauquier County,Mary Walter Elementary,N,415,Mary Walter Elementary Fauquier County Public Schools
Fauquier County,Mary Walter Elementary,Y,2,Mary Walter Elementary Fauquier County Public Schools
Fauquier County,P.B. Smith Elementary,N,423,P.B. Smith Elementary Fauquier County Public Schools
Fauquier County,P.B. Smith Elementary,Y,1,P.B. Smith Elementary Fauquier County Public Schools
Fauquier County,W.C. Taylor Middle,N,451,W.C. Taylor Middle Fauquier County Public Schools
Fauquier County,W.C. Taylor Middle,Y,4,W.C. Taylor Middle Fauquier County Public Schools
Fauquier County,W.G. Coleman Elementary,N,318,W.G. Coleman Elementary Fauquier County Public Schools
Fauquier County,Warrenton Middle,N,380,Warrenton Middle Fauquier County Public Schools
Fauquier County,Warrenton Middle,Y,1,Warrenton Middle Fauquier County Public Schools
Floyd County,Check Elementary,N,265,Check Elementary Floyd County Public Schools
Floyd County,Floyd County High,N,755,Floyd County High Floyd County Public Schools
Floyd County,Floyd County High,Y,3,Floyd County High Floyd County Public Schools
Floyd County,Floyd Elementary,N,452,Floyd Elementary Floyd County Public Schools
Floyd County,Floyd Elementary,Y,4,Floyd Elementary Floyd County Public Schools
Floyd County,Indian Valley Elementary,N,117,Indian Valley Elementary Floyd County Public Schools
Floyd County,Indian Valley Elementary,Y,2,Indian Valley Elementary Floyd County Public Schools
Floyd County,Willis Elementary,N,178,Willis Elementary Floyd County Public Schools
Fluvanna County,Carysbrook Elementary,N,448,Carysbrook Elementary Fluvanna County Public Schools
Fluvanna County,Carysbrook Elementary,Y,1,Carysbrook Elementary Fluvanna County Public Schools
Fluvanna County,Central Elementary,N,407,Central Elementary Fluvanna County Public Schools
Fluvanna County,Central Elementary,Y,3,Central Elementary Fluvanna County Public Schools
Fluvanna County,Fluvanna County High,N,"1,447",Fluvanna County High Fluvanna County Public Schools
Fluvanna County,Fluvanna County High,Y,6,Fluvanna County High Fluvanna County Public Schools
Fluvanna County,Fluvanna Middle,N,746,Fluvanna Middle Fluvanna County Public Schools
Fluvanna County,Fluvanna Middle,Y,3,Fluvanna Middle Fluvanna County Public Schools
Fluvanna County,West Central Primary,N,255,West Central Primary Fluvanna County Public Schools
Franklin City,Franklin High,N,294,Franklin High Franklin City Public Schools
Franklin City,Franklin High,Y,3,Franklin High Franklin City Public Schools
Franklin City,Joseph P. King Jr. Middle,N,229,Joseph P. King Jr. Middle Franklin City Public Schools
Franklin City,Joseph P. King Jr. Middle,Y,1,Joseph P. King Jr. Middle Franklin City Public Schools
Franklin City,S.P. Morton Elementary,N,465,S.P. Morton Elementary Franklin City Public Schools
Franklin County,Benjamin Franklin Middle,N,"1,486",Benjamin Franklin Middle Franklin County Public Schools
Franklin County,Benjamin Franklin Middle,Y,9,Benjamin Franklin Middle Franklin County Public Schools
Franklin County,Boones Mill Elementary,N,276,Boones Mill Elementary Franklin County Public Schools
Franklin County,Boones Mill Elementary,Y,1,Boones Mill Elementary Franklin County Public Schools
Franklin County,Burnt Chimney Elementary,N,250,Burnt Chimney Elementary Franklin County Public Schools
Franklin County,Burnt Chimney Elementary,Y,1,Burnt Chimney Elementary Franklin County Public Schools
Franklin County,Callaway Elementary,N,166,Callaway Elementary Franklin County Public Schools
Franklin County,Dudley Elementary,N,229,Dudley Elementary Franklin County Public Schools
Franklin County,Ferrum Elementary,N,213,Ferrum Elementary Franklin County Public Schools
Franklin County,Ferrum Elementary,Y,2,Ferrum Elementary Franklin County Public Schools
Franklin County,Franklin County High,N,"1,920",Franklin County High Franklin County Public Schools
Franklin County,Franklin County High,Y,5,Franklin County High Franklin County Public Schools
